"jp","cn","status","category","occurrences","jp_text_rows","speaker_rows","aligned_cn_rows","variants_cn","first_stable_id","first_scene","source","basis"
"ブラブラモード","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0812258960:00241290","crsa:photonmelodies11.rio.004@812258960","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブラホック","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1560893912:00199169","crsa:photonmelodies11.rio.004@1560893912","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブリ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0258770628:00130072","crsa:photonmelodies11.rio.004@258770628","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブルブル","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0874373084:00173266","crsa:photonmelodies11.rio.004@874373084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブレーキ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00449155","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブワッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:2092185664:00297116","crsa:photonmelodies11.rio.003@2092185664","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブン","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0601851372:00233179","crsa:photonmelodies11.rio.004@601851372","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブンブン","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1327482084:00280949","crsa:photonmelodies11.rio.004@1327482084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブンブンブン","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00402762","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブート","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1272111780:00224236","crsa:photonmelodies11.rio.003@1272111780","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"プシュ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0780938508:00088597","crsa:photonmelodies11.rio.004@780938508","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"プライベート","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1676972672:00180315","crsa:photonmelodies11.rio.004@1676972672","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"プラネタリウム","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00587314","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"プラプラ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1933169644:00170680","crsa:photonmelodies11.rio.003@1933169644","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"プラン","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00442484","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"プレコグニショーーーーーーーーーーーーン","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0601851372:00117753","crsa:photonmelodies11.rio.004@601851372","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"プレスタ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:0839604068:00296640","crsa:photonmelodies11.rio.003@839604068","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"プレハブ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1487490840:00124020","crsa:photonmelodies11.rio.003@1487490840","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"プロセス","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1259067424:00196426","crsa:photonmelodies11.rio.004@1259067424","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"プロトバージョン","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1361070408:00320529","crsa:photonmelodies11.rio.004@1361070408","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"プロレス","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1327482084:00346433","crsa:photonmelodies11.rio.004@1327482084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"プーケット","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0812258960:00288834","crsa:photonmelodies11.rio.004@812258960","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"プールサイド","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1511431932:00306795","crsa:photonmelodies11.rio.004@1511431932","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヘタ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1457084560:00492293","crsa:photonmelodies11.rio.004@1457084560","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヘタクソ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00352241","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヘトヘト","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1259067424:00246350","crsa:photonmelodies11.rio.004@1259067424","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヘビ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00540333","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヘボ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:2092185664:00370710","crsa:photonmelodies11.rio.003@2092185664","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヘリクツ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:0839604068:00227514","crsa:photonmelodies11.rio.003@839604068","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヘリコプタ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1272111780:00218422","crsa:photonmelodies11.rio.003@1272111780","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヘリッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0499205748:00198022","crsa:photonmelodies11.rio.004@499205748","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヘルプッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1272111780:00180714","crsa:photonmelodies11.rio.003@1272111780","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヘンタ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1015106108:00183217","crsa:photonmelodies11.rio.004@1015106108","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヘンタイ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1511431932:00287453","crsa:photonmelodies11.rio.004@1511431932","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ベアーゴォ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0499205748:00207864","crsa:photonmelodies11.rio.004@499205748","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ベスト","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00295302","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ベタ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1015106108:00240399","crsa:photonmelodies11.rio.004@1015106108","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ベッタベタ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00246542","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ベル","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1259067424:00199844","crsa:photonmelodies11.rio.004@1259067424","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ベンキョウノシカタ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00486650","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ベンチ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0874373084:00250092","crsa:photonmelodies11.rio.004@874373084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ベール","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1808201404:00142388","crsa:photonmelodies11.rio.003@1808201404","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ペタペタ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1015106108:00225951","crsa:photonmelodies11.rio.004@1015106108","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ペテン","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00493062","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ホカホカ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0601851372:00180075","crsa:photonmelodies11.rio.004@601851372","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ホステス","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1327482084:00364579","crsa:photonmelodies11.rio.004@1327482084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ホッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00542727","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ホック","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1560893912:00199169","crsa:photonmelodies11.rio.004@1560893912","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ホッグ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1511431932:00213417","crsa:photonmelodies11.rio.004@1511431932","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
