call_order,egpack,xml,message_tag_index,order_in_message,text_attr,id,jp,speaker_id,speaker_jp,status,same_id_total_egpacks,xml_attrs
3333,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,424,1,text,game_t03332,「――りょ、\w了解！」,game_s00001,ウィル,ok,1,"__line__=""20690"" speaker=""$game_s00001"" text=""$game_t03332"" voice=""ウィル_A_Z0739"""
3334,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,425,1,text,game_t03333,「ＢＥＴＡ群前衛までの距離約７０００！」,game_s00011,リリア,ok,1,"__line__=""20700"" speaker=""$game_s00011"" text=""$game_t03333"" voice=""010_リリア_A_L0649"""
3335,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,426,1,text,game_t03334,「さあ我らがソルティ・ベースにご来客だ！　劣化ウランで盛大に歓迎してやろうじゃないか」,game_s00005,ダリル,ok,1,"__line__=""20750"" speaker=""$game_s00005"" text=""$game_t03334"" voice=""020_ダリル_A_D0459"""
3336,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,427,1,text,game_t03335,「――了解！」,game_s00002,ウィル・リリア,ok,1,"__line__=""20850"" add_speaker0=""ウィル"" add_speaker1=""リリア"" speaker=""$game_s00002"" text=""$game_t03335"" voice=""010_リリア_A_ZL0740"""
3337,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,428,1,text,game_t03336,隊長は相変わらず……それにバスター１もさすがに海軍歴戦の衛士だ……。,,,ok,1,"__line__=""20860"" text=""$game_t03336"""
3338,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,429,1,text,game_t03337,おかげで吹っ切れた――！,,,ok,1,"__line__=""20870"" text=""$game_t03337"""
3339,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,430,1,text,game_t03338,「全機兵器使用自由ッ！　撃ちまくれ――！」,game_s00005,ダリル,ok,1,"__line__=""21530"" speaker=""$game_s00005"" text=""$game_t03338"" voice=""020_ダリル_A_D0460"""
3340,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,431,1,text,game_t03339,「――了解！」,game_s00002,ウィル・リリア,ok,1,"__line__=""21600"" add_speaker0=""ウィル"" add_speaker1=""リリア"" speaker=""$game_s00002"" text=""$game_t03339"" voice=""010_リリア_A_ZL0741"""
3341,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,432,1,text,game_t03340,「喰らいやがれ――！」,game_s00001,ウィル,ok,1,"__line__=""22190"" speaker=""$game_s00001"" text=""$game_t03340"" voice=""ウィル_A_Z0742"""
3342,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,433,1,text,game_t03341,「はぁああ――ッ！！」,game_s00011,リリア,ok,1,"__line__=""22700"" speaker=""$game_s00011"" text=""$game_t03341"" voice=""010_リリア_A_L0650"""
3343,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,434,1,text,game_t03342,「わざわざ遠いところからお出ましいただいたんだ、\w掘れるケツは端から掘って差し上げな――！」,game_s00005,ダリル,ok,1,"__line__=""23310"" speaker=""$game_s00005"" text=""$game_t03342"" voice=""020_ダリル_A_D0461"""
3344,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,435,1,text,game_t03343,「――了解！」,game_s00002,ウィル・リリア,ok,1,"__line__=""23800"" add_speaker0=""ウィル"" add_speaker1=""リリア"" speaker=""$game_s00002"" text=""$game_t03343"" voice=""010_リリア_A_ZL0743"""
3345,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,436,1,text,game_t03344,「死ねッ！　化け物ッ――！」,game_s00001,ウィル,ok,1,"__line__=""26620"" speaker=""$game_s00001"" text=""$game_t03344"" voice=""ウィル_A_Z0744"""
3346,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,437,1,text,game_t03345,「戦術機部隊交戦開始、\w繰り返す、\w第２防衛ラインで戦術機部隊が交戦を開始した」,game_s00020,ＪＦＫオペレーター２,ok,1,"__line__=""26690"" speaker=""$game_s00020"" text=""$game_t03345"" voice=""070_JFKオペレーター２_A_Z0023"""
3347,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,438,1,text,game_t03346,「格納庫装備班長より報告、\w戦術機用兵装の甲板展開は順調に推移中。推進剤増槽の搬出も開始」,game_s00019,ＪＦＫオペレーター１,ok,1,"__line__=""26700"" speaker=""$game_s00019"" text=""$game_t03346"" voice=""060_JFKオペレーター１_A_Z0020"""
3348,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,439,1,text,game_t03347,「了解。継続せよ」,game_s00004,オールストン准将,ok,1,"__line__=""26780"" speaker=""$game_s00004"" text=""$game_t03347"" voice=""040_オールストン准将_A_O0105"""
3349,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,440,1,text,game_t03348,「…\w…\w支えきれますかな」,game_s00016,航海長,ok,1,"__line__=""26790"" speaker=""$game_s00016"" text=""$game_t03348"" voice=""080_航海長_A_Z0012"""
3350,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,441,1,text,game_t03349,「…\w…\w私は彼らの能力を信じているよ」,game_s00004,オールストン准将,ok,1,"__line__=""26840"" speaker=""$game_s00004"" text=""$game_t03349"" voice=""040_オールストン准将_A_O0106"""
3351,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,442,1,text,game_t03350,「ナイヴス３！　チェックシックス――！」,game_s00001,ウィル,ok,1,"__line__=""31850"" speaker=""$game_s00001"" text=""$game_t03350"" voice=""ウィル_A_Z0745"""
3352,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,443,1,text,game_t03351,「ありがとっ――！」,game_s00011,リリア,ok,1,"__line__=""32800"" speaker=""$game_s00011"" text=""$game_t03351"" voice=""010_リリア_A_L0651"""
3353,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,444,1,text,game_t03352,「よくやった、\wさすがは指揮官候補様――！」,game_s00005,ダリル,ok,1,"__line__=""32830"" speaker=""$game_s00005"" text=""$game_t03352"" voice=""020_ダリル_A_D0462"""
3354,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,445,1,text,game_t03353,いける…\w…\w急造チームの連携にしちゃ上出来だ……！,,,ok,1,"__line__=""32920"" text=""$game_t03353"""
3355,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,446,1,text,game_t03354,「ッ――！！」,game_s00001,ウィル,ok,1,"__line__=""33550"" speaker=""$game_s00001"" text=""$game_t03354"" voice=""ウィル_A_Z0746"""
3356,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,447,1,text,game_t03355,隊長もリリアも言葉どおりの腕前だ…\w…\w。いい流れは作れてる…\w…\w。,,,ok,1,"__line__=""34300"" text=""$game_t03355"""
3357,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,448,1,text,game_t03356,でも…\w…\w圧倒的に敵の数が多過ぎる…\w…\w。,,,ok,1,"__line__=""34340"" text=""$game_t03356"""
3358,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,449,1,text,game_t03357,このままじゃ…\w…\w！,,,ok,1,"__line__=""34350"" text=""$game_t03357"""
3359,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,450,1,text,game_t03358,「クソッ！　消えろテメェら――ッ！」,game_s00001,ウィル,ok,1,"__line__=""34400"" speaker=""$game_s00001"" text=""$game_t03358"" voice=""ウィル_A_Z0747"""
3360,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,1,1,text,game_t03359,「もう始まってる…\w…\w」,game_s00010,メルヴィナ,ok,1,"__line__=""550"" speaker=""$game_s00010"" text=""$game_t03359"" voice=""030_メルヴィナ_A_M0179"""
3361,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,2,1,text,game_t03360,「ウィル、\wリリア…\w…\w。生きて帰ってこいよ…\w…\wッ」,game_s00010,メルヴィナ,ok,1,"__line__=""590"" speaker=""$game_s00010"" text=""$game_t03360"" voice=""030_メルヴィナ_A_M0180"""
3362,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,3,1,text,game_t03361,「死にやがれ、\w化け物が――！」,game_s00001,ウィル,ok,1,"__line__=""3700"" speaker=""$game_s00001"" text=""$game_t03361"" voice=""ウィル_A_Z0748"""
3363,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,4,1,text,game_t03362,クソッ！　完全に圧されている…\w…\w！　キルレートは悪くないはずなのに…\w…\wッ！,,,ok,1,"__line__=""7180"" text=""$game_t03362"""
3364,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,5,1,text,game_t03363,弾切れ――！,,,ok,1,"__line__=""8120"" text=""$game_t03363"""
3365,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,6,1,text,game_t03364,しまった、\w２門同時――素人かっての！,,,ok,1,"__line__=""8160"" text=""$game_t03364"""
3366,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,7,1,text,game_t03365,「ナイヴス２、\w弾倉交換２門！」,game_s00001,ウィル,ok,1,"__line__=""8860"" speaker=""$game_s00001"" text=""$game_t03365"" voice=""ウィル_A_Z0749"""
3367,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,8,1,text,game_t03366,「――ナイヴス１了解！　\nナイヴス３、\w援護しろッ――！」,game_s00005,ダリル,ok,1,"__line__=""8900"" speaker=""$game_s00005"" text=""$game_t03366"" voice=""020_ダリル_A_D0463"""
3368,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,9,1,text,game_t03367,「クソ…\w…\wッ！　何なんだよ、\wこの量は…\w…\w！」,game_s00001,ウィル,ok,1,"__line__=""9940"" speaker=""$game_s00001"" text=""$game_t03367"" voice=""ウィル_A_Z0750"""
3369,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,10,1,text,game_t03368,「――うっさいわね！　こんなの、\wどこでも当たり前よ！　四の五の言ってないで早くしなさいよ！」,game_s00011,リリア,ok,1,"__line__=""9960"" speaker=""$game_s00011"" text=""$game_t03368"" voice=""010_リリア_A_L0652"""
3370,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,11,1,text,game_t03369,「――この程度でどうこう言ってりゃあ、\w『坊や』を卒業できないよ！」,game_s00005,ダリル,ok,1,"__line__=""9980"" speaker=""$game_s00005"" text=""$game_t03369"" voice=""020_ダリル_A_D0464"""
3371,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,12,1,text,game_t03370,「弾倉交換終了！　…\w…\w畜生、\w予想通りだ！　ビッグ・マムがふたりになりやがって――！」,game_s00001,ウィル,ok,1,"__line__=""10070"" speaker=""$game_s00001"" text=""$game_t03370"" voice=""ウィル_A_Z0751"""
3372,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,13,1,text,game_t03371,「ウィル！　後で覚えてな！」,game_s00005,ダリル,ok,1,"__line__=""10170"" add_speaker0=""リリア"" no_mouse_move=""true"" speaker=""$game_s00005"" speaker1=""$game_s00011"" text=""$game_t03371"" text1=""$game_t03372"" voice=""020_ダリル_A_D0465"""
3373,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,13,2,text1,game_t03372,「ウィル！　後で覚えてなさい！」,game_s00005,ダリル,ok,1,"__line__=""10170"" add_speaker0=""リリア"" no_mouse_move=""true"" speaker=""$game_s00005"" speaker1=""$game_s00011"" text=""$game_t03371"" text1=""$game_t03372"" voice=""020_ダリル_A_D0465"""
3374,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,14,1,text,game_t03373,「了解……！　絶対に覚えててやるからな――ッ！」,game_s00001,ウィル,ok,1,"__line__=""10220"" speaker=""$game_s00001"" text=""$game_t03373"" voice=""ウィル_A_Z0751a"""
3375,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,15,1,text,game_t03374,「――ナイヴス２よりナイヴス１、\w海軍戦術機部隊との距離が空き過ぎですッ！」,game_s00001,ウィル,ok,1,"__line__=""11550"" speaker=""$game_s00001"" text=""$game_t03374"" voice=""ウィル_A_Z0752"""
3376,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,16,1,text,game_t03375,「我々だけが敵中に突出しています！」,game_s00001,ウィル,ok,1,"__line__=""11570"" speaker=""$game_s00001"" text=""$game_t03375"" voice=""ウィル_A_Z0753"""
3377,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,17,1,text,game_t03376,「――わかってる！　後退するぞ！　第３防衛ラインで海軍戦術機部隊と合流して戦力を立て直す！」,game_s00005,ダリル,ok,1,"__line__=""13740"" speaker=""$game_s00005"" text=""$game_t03376"" voice=""020_ダリル_A_D0466"""
3378,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,18,1,text,game_t03377,普通なら予備兵力を投入するところだ…\w…\w。無論俺たちに、\wそんなものがあるわけがない…\w…\w！,,,ok,1,"__line__=""13810"" text=""$game_t03377"""
3379,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,19,1,text,game_t03378,「敵最前衛、\w第３防衛ラインに到達。繰り返す、\w敵前衛が第３防衛ラインに到達――」,game_s00019,ＪＦＫオペレーター１,ok,1,"__line__=""14170"" speaker=""$game_s00019"" text=""$game_t03378"" voice=""060_JFKオペレーター１_A_Z0021"""
3380,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,20,1,text,game_t03379,「バスターズ、\wナイヴスともに後退中。第３防衛ラインにて集結予定。集結完了まで約５分」,game_s00020,ＪＦＫオペレーター２,ok,1,"__line__=""14180"" speaker=""$game_s00020"" text=""$game_t03379"" voice=""070_JFKオペレーター２_A_Z0024"""
3381,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,21,1,text,game_t03380,「『ゲティスバーグ』、\w『シドニー』に通達。近接戦闘用意」,game_s00016,航海長,ok,1,"__line__=""14190"" speaker=""$game_s00016"" text=""$game_t03380"" voice=""080_航海長_A_Z0013"""
3382,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,22,1,text,game_t03381,「『ゲティスバーグ』、\w『シドニー』に通達。近接戦闘用意！　繰り返す近接戦闘用意――」,game_s00019,ＪＦＫオペレーター１,ok,1,"__line__=""14200"" speaker=""$game_s00019"" text=""$game_t03381"" voice=""060_JFKオペレーター１_A_Z0022"""
3383,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,23,1,text,game_t03382,「クッ…\w…\w早い…\w…\wッ！　ＢＥＴＡめ…\w…\w！」,game_s00004,オールストン准将,ok,1,"__line__=""14260"" speaker=""$game_s00004"" text=""$game_t03382"" voice=""040_オールストン准将_A_O0107"""
3384,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,24,1,text,game_t03383,「跳躍ユニットが！　う、\wうわぁぁぁ――ッッ！！！」,game_s00008,バスター２,ok,1,"__line__=""14930"" speaker=""$game_s00008"" text=""$game_t03383"" voice=""160_バスター２_A_Z0001"""
3385,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,25,1,text,game_t03384,「バスター２！　バスター２――ッ！　\n…\w…\w畜生――ッ！」,game_s00007,バスター１,ok,1,"__line__=""16490"" speaker=""$game_s00007"" text=""$game_t03384"" voice=""150_バスター１_A_Z0004"""
3386,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,26,1,text,game_t03385,「まずい――また抜かれた…\w…\w！」,game_s00011,リリア,ok,1,"__line__=""21620"" speaker=""$game_s00011"" text=""$game_t03385"" voice=""010_リリア_A_L0654"""
3387,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,27,1,text,game_t03386,「気にするなッ！　数を減らしとけば艦のほうで何とかする！」,game_s00005,ダリル,ok,1,"__line__=""21710"" speaker=""$game_s00005"" text=""$game_t03386"" voice=""020_ダリル_A_D0467"""
3388,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,28,1,text,game_t03387,「ですが…\w…\w！　\nファランクスでは抑えきれない数ですッ！」,game_s00011,リリア,ok,1,"__line__=""21780"" speaker=""$game_s00011"" text=""$game_t03387"" voice=""010_リリア_A_L0655"""
3389,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,29,1,text,game_t03388,「くそォ――ッ！」,game_s00001,ウィル,ok,1,"__line__=""22160"" speaker=""$game_s00001"" text=""$game_t03388"" voice=""ウィル_A_Z0754"""
3390,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,30,1,text,game_t03389,どうする…\w…\w！,,,ok,1,"__line__=""22250"" text=""$game_t03389"""
3391,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,31,1,text,game_t03390,このままじゃ支えきれない……母艦が落とされたら全員……！！,,,ok,1,"__line__=""22260"" text=""$game_t03390"""
3392,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,32,1,text,game_t03391,「ナイヴス１よりオール・ナイヴス！　落ち着けバカども！」,game_s00005,ダリル,ok,1,"__line__=""22350"" speaker=""$game_s00005"" text=""$game_t03391"" voice=""020_ダリル_A_D0468"""
3393,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,33,1,text,game_t03392,「抜けちまったものは気にするなッ！　ここで抑えるんだよ」,game_s00005,ダリル,ok,1,"__line__=""22380"" speaker=""$game_s00005"" text=""$game_t03392"" voice=""020_ダリル_A_D0469"""
3394,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,34,1,text,game_t03393,「――アイ・マム！　全力で抑えますッ！」,game_s00001,ウィル,ok,1,"__line__=""22410"" speaker=""$game_s00001"" text=""$game_t03393"" voice=""ウィル_A_Z0755"""
3395,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,35,1,text,game_t03394,「――突撃級７、\w防衛線を突破し接近中。本艦までの距離約１１０００！」,game_s00020,ＪＦＫオペレーター２,ok,1,"__line__=""22520"" speaker=""$game_s00020"" text=""$game_t03394"" voice=""070_JFKオペレーター２_A_Z0025"""
3396,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,36,1,text,game_t03395,「間合いを詰められたか…\w…\w！」,game_s00004,オールストン准将,ok,1,"__line__=""22590"" speaker=""$game_s00004"" text=""$game_t03395"" voice=""040_オールストン准将_A_O0108"""
3397,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,37,1,text,game_t03396,「――『ゲティスバーグ』、\w『シドニー』、\w射撃開始」,game_s00019,ＪＦＫオペレーター１,ok,1,"__line__=""22600"" speaker=""$game_s00019"" text=""$game_t03396"" voice=""060_JFKオペレーター１_A_Z0023"""
3398,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,38,1,text,game_t03397,「近寄るんじゃないよ、\w化け物め――！」,game_s00005,ダリル,ok,1,"__line__=""23430"" speaker=""$game_s00005"" text=""$game_t03397"" voice=""020_ダリル_A_D0470"""
3399,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,39,1,text,game_t03398,「畜生ッ！　何匹抜けたかカウントできない――！」,game_s00001,ウィル,ok,1,"__line__=""23550"" speaker=""$game_s00001"" text=""$game_t03398"" voice=""ウィル_A_Z0756"""
3400,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,40,1,text,game_t03399,くそ…\w…\wッ！,,,ok,1,"__line__=""23570"" text=""$game_t03399"""
3401,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,41,1,text,game_t03400,背部兵装担架の３６ｍｍが焼け付きそうだ――！,,,ok,1,"__line__=""23580"" text=""$game_t03400"""
3402,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02.xml,42,1,text,game_t03401,「いつまで続くのよ！　これじゃ埒があかない――！」,game_s00011,リリア,ok,1,"__line__=""23590"" speaker=""$game_s00011"" text=""$game_t03401"" voice=""010_リリア_A_L0656"""
